StudyID,TraitNo,TraitDesc,TraitType,PC,Sex,Parent_Hybrid,Species_or_CrossType,Cross_Name,Cross_Dir,Dam.Parent1,Sire.Parent2,Trait_mean,Trait_var,Trait_var_Cat,Trait_n,CI.Letters,Ambig.Perf,Cross_ID,ParentID,Parents_Identical,Trait_mean2,Trait_mean_sub,Trait.mean.scaled,Trait.mean.scaled.zero,Trait.mean.div.by.max.sub.1,MaxSub1.Div.Min
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F1,F1_AlpME,NA,Alp,ME,15.93243243,0.054054054,2SE,250,NA,No,C,NA,FALSE,15.93243243,0.5718882100000009,0.4960133933836182,-0.007973213232763565,-0.035188215981300175,0.4960133933836186
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F2,F2,NA,F1_AlpME,F1_AlpME,15.82432432,0.040540541,2SE,250,NA,No,C,NA,FALSE,15.82432432,0.46378010000000103,0.40224844150012107,-0.19550311699975786,-0.041734860941776586,0.40224844150012073
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B1,NA,Alp,F1_AlpME,15.60810811,0.040540541,2SE,250,NA,No,C,NA,FALSE,15.60810811,0.24756389000000034,0.21471854640638383,-0.5705629071872323,-0.0548281502571647,0.21471854640638377
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B2,NA,ME,F1_AlpME,16.18918919,0.027027027,2SE,250,NA,No,C,NA,FALSE,16.18918919,0.8286449700000009,0.718705153022767,0.4374103060455341,-0.019639934275864412,0.7187051530227668
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_FL,FL,NA,NA,NA,13.24557823,0.057142857,2SE,250,NA,No,D,B,FALSE,13.24557823,-0.14361096000000018,1,1,-0.010725889220182139,0
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_AL,AL,NA,NA,NA,13.38918919,0.056756757,2SE,250,NA,No,D,A,FALSE,13.38918919,0,-0,-1,0,1
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F1,F1_FLAL,NA,FL,AL,13.33243243,0.02972973,2SE,250,NA,No,D,NA,FALSE,13.33243243,-0.05675675999999896,0.3952118974763409,-0.20957620504731822,-0.004238999030829249,0.6047881025236558
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F2,F2,NA,F1_FLAL,F1_FLAL,13.37027027,0.054054054,2SE,250,NA,No,D,NA,FALSE,13.37027027,-0.018918919999999062,0.1317372991587762,-0.7365254016824476,-0.001412999676942972,0.8682627008412289
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B1,NA,FL,F1_FLAL,13.26486486,0.045945946,2SE,250,NA,No,D,NA,FALSE,13.26486486,-0.12432433000000032,0.8657022416673502,0.7314044833347004,-0.009285426341787306,0.13429775833265334
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B2,NA,AL,F1_FLAL,13.28378378,0.045945946,2SE,250,NA,No,D,NA,FALSE,13.28378378,-0.10540540999999948,0.7339649425085617,0.4679298850171234,-0.007872426664844223,0.26603505749143475
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_WI,WI,NA,NA,NA,16.24324324,0.072972973,2SE,250,NA,No,E,B,FALSE,16.24324324,-0.26083839,1,1,-0.0158044776951336,0.17870786687731488
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_ME,ME,NA,NA,NA,16.50408163,0.057142857,2SE,250,NA,No,E,A,FALSE,16.50408163,0,-0,-1,0,1
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F1,F1_WIME,NA,WI,ME,16.21486486,0.052702703,2SE,250,NA,No,E,NA,FALSE,16.21486486,-0.289216770000003,1.108796791760611,1.217593583521222,-0.017523954163816358,0.08935391769533363
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F2,F2,NA,F1_WIME,F1_WIME,16.25540541,0.040540541,2SE,250,NA,No,E,NA,FALSE,16.25540541,-0.24867622000000011,0.9533727761469473,0.9067455522938945,-0.015067558775762047,0.21700243901717653
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B1,NA,WI,F1_WIME,16.18648649,0.032432432,2SE,250,NA,No,E,NA,FALSE,16.18648649,-0.31759514000000166,1.2175935451832902,1.4351870903665804,-0.019243430026588015,0
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B2,NA,ME,F1_WIME,16.34459459,0.024324324,2SE,250,NA,No,E,NA,FALSE,16.34459459,-0.1594870400000019,0.6114400568106632,0.22288011362132631,-0.009663490739775349,0.4978290914653146
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_ON,ON,NA,NA,NA,16.47969349,0.06743295,2SE,250,NA,No,F,B,FALSE,16.47969349,-0.6620689600000027,1,1,-0.03862315569540531,0.06896552354525676
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_ME,ME,NA,NA,NA,17.14176245,0.042911877,2SE,250,NA,No,F,A,FALSE,17.14176245,0,-0,-1,0,1
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F1,F1_ONME,NA,ON,ME,16.60842912,0.024521073,2SE,250,NA,No,F,NA,FALSE,16.60842912,-0.5333333300000014,0.8055555572337951,0.6111111144675903,-0.03111309770833981,0.25000000351562557
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F2,F2,NA,F1_ONME,F1_ONME,16.54099617,0.018390805,2SE,250,NA,No,F,NA,FALSE,16.54099617,-0.600766280000002,0.9074074096450611,0.8148148192901221,-0.0350469376618856,0.15517241742995624
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B1,NA,ON,F1_ONME,16.43065134,0.024521073,2SE,250,NA,No,F,NA,FALSE,16.43065134,-0.7111111100000009,1.0740740813464478,1.1481481626928955,-0.04148413047224331,0
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B2,NA,ME,F1_ONME,16.70651341,0.024521073,2SE,250,NA,No,F,NA,FALSE,16.70651341,-0.4352490400000022,0.6574074096450624,0.3148148192901248,-0.025391148738034386,0.38793103654363936
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_NJ,NJ,NA,NA,NA,14.89272031,0.045977011,2SE,250,NA,No,G,A,FALSE,14.89272031,0,0,-1,-0.12197876625921378,0
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Parent,Wyeomyia_smithii_ON,ON,NA,NA,NA,16.96168582,0.045977011,2SE,250,NA,No,G,B,FALSE,16.96168582,2.06896551,1,1,0,1
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F1,F1_NJON,NA,NJ,ON,15.9348659,0.030651341,2SE,250,NA,No,G,NA,FALSE,15.9348659,1.0421455900000005,0.5037037035962966,0.007407407192593141,-0.060537609934340764,0.503703703596297
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,F2,F2,NA,F1_NJON,F1_NJON,15.82758621,0.030651341,2SE,250,NA,No,G,NA,FALSE,15.82758621,0.9348659000000001,0.45185185324814825,-0.0962962935037035,-0.0668624346680653,0.4518518532481486
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B1,NA,NJ,F1_NJON,15.39846743,0.045977011,2SE,250,NA,No,G,NA,FALSE,15.39846743,0.5057471200000005,0.24444444218888917,-0.5111111156222217,-0.09216173478209133,0.2444444421888895
Lair_1997,1,Critical_photoperiod_hr,Life_history,No,NA,Hybrid,BC,B2,NA,ON,F1_NJON,16.42528736,0.01532567,2SE,250,NA,No,G,NA,FALSE,16.42528736,1.532567049999999,0.7407407434259256,0.4814814868518511,-0.0316241242581865,0.740740743425926
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,50.6,0.4,SE,95,NA,No,A,B,FALSE,50.6,5.399999999999999,1,1,0,1
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,45.2,0.95,SE,10,NA,No,A,A,FALSE,45.2,0,0,-1,-0.10671936758893275,0
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Hybrid,F1,F1,NA,NA,NA,47.2,0.56,SE,25,NA,No,A,NA,FALSE,47.2,2,0.37037037037037046,-0.2592592592592591,-0.06719367588932801,0.37037037037037057
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Hybrid,F2,F2,NA,NA,NA,48.6,0.32,SE,144,NA,No,A,NA,FALSE,48.6,3.3999999999999986,0.6296296296296295,0.2592592592592591,-0.03952569169960474,0.6296296296296295
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Hybrid,BC,B1,NA,P1,F1,48.4,0.54,SE,56,NA,No,A,NA,FALSE,48.4,3.1999999999999957,0.5925925925925919,0.1851851851851838,-0.0434782608695653,0.5925925925925917
MACNAIR_1989,1,Flowering_time,Life_history,No,NA,Hybrid,BC,B2,NA,P2,F1,46.9,0.77,SE,33,NA,No,A,NA,FALSE,46.9,1.6999999999999957,0.3148148148148141,-0.3703703703703718,-0.0731225296442688,0.3148148148148142
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,27.5,0.47,SE,95,NA,No,A,B,FALSE,27.5,17.6,1,1,0,1
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,9.9,0.75,SE,10,NA,No,A,A,FALSE,9.9,0,0,-1,-0.64,0
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,22.9,0.8,SE,25,NA,No,A,NA,FALSE,22.9,12.999999999999998,0.7386363636363635,0.47727272727272707,-0.16727272727272735,0.7386363636363635
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,20.2,0.38,SE,144,NA,No,A,NA,FALSE,20.2,10.299999999999999,0.5852272727272726,0.1704545454545452,-0.2654545454545455,0.5852272727272727
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,24.5,0.73,SE,56,NA,No,A,NA,FALSE,24.5,14.6,0.8295454545454545,0.659090909090909,-0.10909090909090913,0.8295454545454545
MACNAIR_1989,2,Flower_width,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,18.1,0.69,SE,33,NA,No,A,NA,FALSE,18.1,8.200000000000001,0.46590909090909094,-0.06818181818181812,-0.3418181818181818,0.46590909090909094
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,25,0.43,SE,95,NA,No,A,B,FALSE,25,16.3,1,1,0,1
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,8.7,0.76,SE,10,NA,No,A,A,FALSE,8.7,0,0,-1,-0.652,0
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,23.3,0.68,SE,25,NA,No,A,NA,FALSE,23.3,14.600000000000001,0.8957055214723927,0.7914110429447854,-0.06799999999999995,0.8957055214723927
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,20,0.38,SE,144,NA,No,A,NA,FALSE,20,11.3,0.6932515337423313,0.38650306748466257,-0.19999999999999996,0.6932515337423314
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,23.3,0.62,SE,56,NA,No,A,NA,FALSE,23.3,14.600000000000001,0.8957055214723927,0.7914110429447854,-0.06799999999999995,0.8957055214723927
MACNAIR_1989,3,Flower_height,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,16.8,0.58,SE,33,NA,No,A,NA,FALSE,16.8,8.100000000000001,0.4969325153374234,-0.006134969325153228,-0.32799999999999996,0.49693251533742344
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,32.7,1.42,SE,95,NA,No,A,B,FALSE,32.7,5.5000000000000036,1,1,-0.012084592145015116,0.948051948051948
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,27.2,2.08,SE,10,NA,No,A,A,FALSE,27.2,0,0,-1,-0.17824773413897288,0.23376623376623362
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,33.1,2.4,SE,25,NA,No,A,NA,FALSE,33.1,5.900000000000002,1.0727272727272725,1.145454545454545,0,1
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,25.6,0.69,SE,144,NA,No,A,NA,FALSE,25.6,-1.5999999999999979,-0.29090909090909034,-1.5818181818181807,-0.22658610271903323,0.025974025974026205
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,30.5,1.43,SE,56,NA,No,A,NA,FALSE,30.5,3.3000000000000007,0.5999999999999998,0.1999999999999995,-0.0785498489425982,0.6623376623376624
MACNAIR_1989,4,Pedicel,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,25.4,1.34,SE,33,NA,No,A,NA,FALSE,25.4,-1.8000000000000007,-0.3272727272727272,-1.6545454545454543,-0.23262839879154085,0
MACNAIR_1989,5,Calyx,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,13.6,0.18,SE,95,NA,No,A,B,FALSE,13.6,1.9000000000000004,0.9999999999999999,0.9999999999999998,-0.06849315068493156,0.6551724137931032
MACNAIR_1989,5,Calyx,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,11.7,0.36,SE,10,NA,No,A,A,FALSE,11.7,0,0,-1,-0.1986301369863014,0
MACNAIR_1989,5,Calyx,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,14.3,0.34,SE,25,NA,No,A,NA,FALSE,14.3,2.6000000000000014,1.3684210526315794,1.7368421052631589,-0.020547945205479423,0.8965517241379312
MACNAIR_1989,5,Calyx,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,13.3,0.16,SE,144,NA,No,A,NA,FALSE,13.3,1.6000000000000014,0.8421052631578952,0.6842105263157905,-0.08904109589041087,0.5517241379310349
MACNAIR_1989,5,Calyx,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,14.6,0.31,SE,56,NA,No,A,NA,FALSE,14.6,2.9000000000000004,1.526315789473684,2.052631578947368,0,1
MACNAIR_1989,5,Calyx,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,13.3,0.39,SE,33,NA,No,A,NA,FALSE,13.3,1.6000000000000014,0.8421052631578952,0.6842105263157905,-0.08904109589041087,0.5517241379310349
MACNAIR_1989,6,Pistil,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,21.2,0.27,SE,95,NA,No,A,B,FALSE,21.2,10.7,1,1,0,1
MACNAIR_1989,6,Pistil,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,10.5,0.35,SE,10,NA,No,A,A,FALSE,10.5,0,0,-1,-0.5047169811320755,0
MACNAIR_1989,6,Pistil,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,16.7,0.33,SE,25,NA,No,A,NA,FALSE,16.7,6.199999999999999,0.5794392523364486,0.1588785046728971,-0.21226415094339623,0.5794392523364487
MACNAIR_1989,6,Pistil,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,16.1,0.18,SE,144,NA,No,A,NA,FALSE,16.1,5.600000000000001,0.5233644859813086,0.04672897196261716,-0.24056603773584895,0.5233644859813087
MACNAIR_1989,6,Pistil,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,19.1,0.38,SE,56,NA,No,A,NA,FALSE,19.1,8.600000000000001,0.8037383177570095,0.6074766355140191,-0.09905660377358483,0.8037383177570095
MACNAIR_1989,6,Pistil,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,15,0.3,SE,33,NA,No,A,NA,FALSE,15,4.5,0.42056074766355145,-0.1588785046728971,-0.2924528301886792,0.42056074766355156
MACNAIR_1989,7,Ovary,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,6.82,0.08,SE,95,NA,No,A,B,FALSE,6.82,2.38,1,1,0,1
MACNAIR_1989,7,Ovary,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,4.44,0.24,SE,10,NA,No,A,A,FALSE,4.44,0,0,-1,-0.3489736070381232,0
MACNAIR_1989,7,Ovary,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,6,0.17,SE,25,NA,No,A,NA,FALSE,6,1.5599999999999996,0.6554621848739495,0.31092436974789894,-0.12023460410557185,0.6554621848739496
MACNAIR_1989,7,Ovary,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,5.57,0.08,SE,144,NA,No,A,NA,FALSE,5.57,1.13,0.47478991596638653,-0.050420168067226934,-0.1832844574780058,0.47478991596638676
MACNAIR_1989,7,Ovary,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,6.52,0.38,SE,56,NA,No,A,NA,FALSE,6.52,2.079999999999999,0.8739495798319324,0.7478991596638649,-0.04398826979472148,0.8739495798319326
MACNAIR_1989,7,Ovary,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,5.52,0.12,SE,33,NA,No,A,NA,FALSE,5.52,1.0799999999999992,0.4537815126050417,-0.09243697478991664,-0.19061583577712615,0.45378151260504185
MACNAIR_1989,8,Style,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,14.4,0.22,SE,95,NA,No,A,B,FALSE,14.4,8.34,1,1,0,1
MACNAIR_1989,8,Style,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,6.06,0.27,SE,10,NA,No,A,A,FALSE,6.06,0,0,-1,-0.5791666666666667,0
MACNAIR_1989,8,Style,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,10.7,0.25,SE,25,NA,No,A,NA,FALSE,10.7,4.64,0.5563549160671463,0.11270983213429253,-0.25694444444444453,0.5563549160671462
MACNAIR_1989,8,Style,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,10.5,0.14,SE,144,NA,No,A,NA,FALSE,10.5,4.44,0.5323741007194245,0.06474820143884896,-0.27083333333333337,0.5323741007194245
MACNAIR_1989,8,Style,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,12.6,0.28,SE,56,NA,No,A,NA,FALSE,12.6,6.54,0.7841726618705036,0.5683453237410072,-0.125,0.7841726618705036
MACNAIR_1989,8,Style,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,9.47,0.26,SE,33,NA,No,A,NA,FALSE,9.47,3.410000000000001,0.4088729016786572,-0.1822541966426856,-0.3423611111111111,0.4088729016786571
MACNAIR_1989,9,Corolla,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,24.4,0.31,SE,95,NA,No,A,B,FALSE,24.4,12.7,0.9999999999999999,0.9999999999999998,0,1
MACNAIR_1989,9,Corolla,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,11.7,0.63,SE,10,NA,No,A,A,FALSE,11.7,0,0,-1,-0.5204918032786885,0
MACNAIR_1989,9,Corolla,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,20.4,0.45,SE,25,NA,No,A,NA,FALSE,20.4,8.7,0.68503937007874,0.3700787401574801,-0.16393442622950816,0.6850393700787403
MACNAIR_1989,9,Corolla,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,18.8,0.25,SE,144,NA,No,A,NA,FALSE,18.8,7.100000000000001,0.5590551181102363,0.11811023622047268,-0.2295081967213114,0.5590551181102363
MACNAIR_1989,9,Corolla,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,22.7,0.49,SE,56,NA,No,A,NA,FALSE,22.7,11,0.8661417322834646,0.7322834645669292,-0.069672131147541,0.8661417322834646
MACNAIR_1989,9,Corolla,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,17.5,0.52,SE,33,NA,No,A,NA,FALSE,17.5,5.800000000000001,0.45669291338582685,-0.0866141732283463,-0.28278688524590156,0.45669291338582685
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,14.5,0.24,SE,95,NA,No,A,B,FALSE,14.5,10.9,0.9999999999999999,0.9999999999999998,0,1
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,3.6,0.37,SE,10,NA,No,A,A,FALSE,3.6,0,0,-1,-0.7517241379310344,0
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,12.9,0.42,SE,25,NA,No,A,NA,FALSE,12.9,9.3,0.8532110091743119,0.7064220183486238,-0.1103448275862069,0.8532110091743119
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,10.7,0.23,SE,144,NA,No,A,NA,FALSE,10.7,7.1,0.6513761467889907,0.3027522935779814,-0.26206896551724146,0.6513761467889907
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,13,0.35,SE,56,NA,No,A,NA,FALSE,13,9.4,0.8623853211009174,0.7247706422018347,-0.10344827586206895,0.8623853211009175
MACNAIR_1989,10,Lobe_W,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,8,0.27,SE,33,NA,No,A,NA,FALSE,8,4.4,0.40366972477064217,-0.19266055045871566,-0.4482758620689655,0.4036697247706421
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,8.62,0.16,SE,95,NA,No,A,B,FALSE,8.62,6.199999999999999,1,1,0,1
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,2.42,0.32,SE,10,NA,No,A,A,FALSE,2.42,0,0,-1,-0.7192575406032482,0
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,7.99,0.28,SE,25,NA,No,A,NA,FALSE,7.99,5.57,0.8983870967741937,0.7967741935483874,-0.07308584686774933,0.8983870967741937
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,6.6,0.14,SE,144,NA,No,A,NA,FALSE,6.6,4.18,0.6741935483870968,0.34838709677419355,-0.23433874709976799,0.6741935483870967
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,7.93,0.22,SE,56,NA,No,A,NA,FALSE,7.93,5.51,0.8887096774193549,0.7774193548387098,-0.08004640371229699,0.8887096774193548
MACNAIR_1989,11,Lobe_L,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,5.28,0.27,SE,33,NA,No,A,NA,FALSE,5.28,2.8600000000000003,0.4612903225806453,-0.07741935483870943,-0.3874709976798143,0.4612903225806453
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,16.2,0.23,SE,95,NA,No,A,B,FALSE,16.2,8.299999999999999,1,1,0,1
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,7.9,0.49,SE,10,NA,No,A,A,FALSE,7.9,0,0,-1,-0.5123456790123456,0
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,13.3,0.28,SE,25,NA,No,A,NA,FALSE,13.3,5.4,0.6506024096385543,0.3012048192771086,-0.17901234567901225,0.6506024096385543
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,12.4,0.15,SE,144,NA,No,A,NA,FALSE,12.4,4.5,0.5421686746987953,0.08433734939759052,-0.23456790123456783,0.5421686746987953
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,15.3,0.33,SE,56,NA,No,A,NA,FALSE,15.3,7.4,0.8915662650602411,0.7831325301204821,-0.05555555555555547,0.8915662650602412
MACNAIR_1989,12,Stamen_L,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,11.3,0.31,SE,33,NA,No,A,NA,FALSE,11.3,3.4000000000000004,0.40963855421686757,-0.18072289156626486,-0.30246913580246904,0.40963855421686757
MACNAIR_1989,13,Selfability,Life_history,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,5.02,0.17,SE,95,NA,No,A,B,FALSE,5.02,2.4199999999999995,1,1,0,1
MACNAIR_1989,13,Selfability,Life_history,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,2.6,0.41,SE,10,NA,No,A,A,FALSE,2.6,0,0,-1,-0.48207171314741026,0
MACNAIR_1989,13,Selfability,Life_history,No,NA,Hybrid,F1,F1,NA,NA,NA,3.31,0.15,SE,25,NA,No,A,NA,FALSE,3.31,0.71,0.29338842975206614,-0.4132231404958677,-0.3406374501992031,0.29338842975206614
MACNAIR_1989,13,Selfability,Life_history,No,NA,Hybrid,F2,F2,NA,NA,NA,3.72,0.1,SE,144,NA,No,A,NA,FALSE,3.72,1.12,0.462809917355372,-0.07438016528925595,-0.2589641434262947,0.462809917355372
MACNAIR_1989,13,Selfability,Life_history,No,NA,Hybrid,BC,B1,NA,P1,F1,3.81,0.17,SE,56,NA,No,A,NA,FALSE,3.81,1.21,0.5000000000000001,2.220446049250313e-16,-0.24103585657370508,0.5000000000000001
MACNAIR_1989,13,Selfability,Life_history,No,NA,Hybrid,BC,B2,NA,P2,F1,3.66,0.21,SE,33,NA,No,A,NA,FALSE,3.66,1.06,0.43801652892561993,-0.12396694214876014,-0.27091633466135445,0.43801652892562004
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Parent,Mimulus_guttatus,P1,NA,NA,NA,72,1.77,SE,95,NA,No,A,B,FALSE,72,58,1,1,0,1
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Parent,Mimulus_cupriphilus,P2,NA,NA,NA,14,0.93,SE,10,NA,No,A,A,FALSE,14,0,0,-1,-0.8055555555555556,0
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Hybrid,F1,F1,NA,NA,NA,58.7,2.18,SE,25,NA,No,A,NA,FALSE,58.7,44.7,0.7706896551724138,0.5413793103448277,-0.18472222222222223,0.7706896551724138
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Hybrid,F2,F2,NA,NA,NA,50.8,1.35,SE,144,NA,No,A,NA,FALSE,50.8,36.8,0.6344827586206896,0.2689655172413792,-0.2944444444444445,0.6344827586206896
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Hybrid,BC,B1,NA,P1,F1,64.3,2.44,SE,56,NA,No,A,NA,FALSE,64.3,50.3,0.8672413793103447,0.7344827586206895,-0.10694444444444451,0.8672413793103447
MACNAIR_1989,14,Spot_No,Morphology,No,NA,Hybrid,BC,B2,NA,P2,F1,38.5,2.2,SE,33,NA,No,A,NA,FALSE,38.5,24.5,0.4224137931034483,-0.15517241379310343,-0.4652777777777778,0.4224137931034483
